drug,condition,rating,has_pred_adr,adr_count,predicted_adrs_str
Diazepam,Muscle Spasm,10,True,3,"sciatica, pain, numb"
Varenicline,Smoking Cessation,9,True,1,nausea
Fluvoxamine,Obsessive Compulsive Disorde,8,False,0,none
Icosapent,Hypertriglyceridemia,10,False,0,none
Etonogestrel,Endometriosis,1,True,4,"painful, migraines, painful, dehydration"
Ethinyl estradiol / norethindrone,Birth Control,7,True,1,noticed
Meclizine,Vertig,10,True,3,"dizziness, anxiety, vertigo"
Acetaminophen / hydrocodone,Pain,1,True,7,"tooth, pain, fibromyalgia, pain, pain, fearful, heart racing"
Tapentadol,Pain,3,True,2,"surgery, surgery"
Adapalene / benzoyl peroxide,Acne,9,True,1,noticeable
Levonorgestrel,Birth Control,3,True,7,"pain, pain, crying, pain, vertigo, migra, headachest"
Exenatide,"Diabetes, Type 2",9,True,2,"heartburn, taste in"
Miconazole,Vaginal Yeast Infection,3,True,3,"burning, infection, infection"
Ethinyl estradiol / levonorgestrel,Birth Control,2,True,1,acne
Pylera,Helicobacter Pylori Infection,3,True,3,"vomiting, loose stools, fatigue"
Buprenorphine / naloxone,Not Listed / Othe,9,False,0,none
Mirena,Birth Control,1,False,0,none
Levonorgestrel,Birth Control,7,True,1,painful
Fluoxetine,Depression,1,True,1,painful
Levonorgestrel,Birth Control,10,True,1,typical
Endocet,Chronic Pain,9,False,0,none
Restoril,Insomnia,1,False,0,none
Clindamycin,Bacterial Infection,10,True,4,"cellulitis, meningitis, heartburn, swelling"
Restoril,Insomnia,10,False,0,none
Desogestrel / ethinyl estradiol,Birth Control,7,True,2,"mood swings, migraines"
Octreotide,Carcinoid Tum,8,True,3,"back, pain, arthritis"
Bupropion,Depression,10,True,5,"depression, anxiety disorder, anxiety, depression, depression"
Ezetimibe,High Cholesterol,3,True,2,"dramatically, sweating"
Victoza,"Diabetes, Type 2",9,True,1,stick
Pramipexole,Restless Legs Syndrome,10,True,2,"restless legs syndrome, nightmare"
Implanon,Birth Control,2,True,1,worryne
Vivitrol,Opiate Dependence,9,False,0,none
VESIcare,Overactive Bladde,5,True,4,"incontinence, incontinence, incontinence, constipation"
Naproxen,Period Pain,10,True,1,pain
Tri-Lo-Sprintec,Birth Control,2,False,0,none
Trazodone,Insomnia,10,True,1,insomnia
Ledipasvir / sofosbuvir,Hepatitis C,10,True,1,fatigue
Nicotine,Smoking Cessation,10,False,0,none
Plan B One-Step,Emergency Contraception,5,False,0,none
Lisdexamfetamine,ADHD,10,False,0,none
Liraglutide,Obesity,9,True,2,"noticing, constipation"
Citric acid / magnesium oxide / sodium picosulfate,Bowel Preparation,1,True,1,fasting
Duloxetine,Depression,10,True,8,"anxiety, depression, fibromyalgia, pain, depression, depression, anxiety, withdrawal symptoms"
Cymbalta,Depression,8,True,2,"anxiety, depression"
Escitalopram,Anxiety,10,True,3,"anxiety, depression, anxiety"
Gildess Fe 1 / 20,Birth Control,3,True,1,noticed
Nitrofurantoin,Bladder Infection,1,False,0,none
Varenicline,Smoking Cessation,10,False,0,none
Alcaftadine,"Conjunctivitis, Allergic",10,False,0,none
Topamax,Migraine Prevention,8,True,3,"headaches, migraines, irritability"
Lo Loestrin Fe,Birth Control,1,False,0,none
Nexplanon,Birth Control,10,True,1,acne
Ortho Evra,Birth Control,10,True,1,feeling hot
Terconazole,Vaginal Yeast Infection,7,True,2,"yeast, infection"
Bisacodyl,Constipation,5,True,3,"violently, constipation, abdominal"
Xolegel,Seborrheic Dermatitis,5,True,1,redness
Imbruvica,Chronic Lymphocytic Leukemia,9,False,0,none
Testosterone,"Hypogonadism, Male",6,False,0,none
Mefenamic acid,Period Pain,8,True,3,"pain, ovarian, cysts"
Pregabalin,Neuralgia,10,True,2,"pain, memory loss"
Sofosbuvir / velpatasvir,Hepatitis C,10,False,0,none
Trilipix,Hypertriglyceridemia,1,True,1,fall
Ropinirole,Restless Legs Syndrome,4,True,1,restless legs syndrome
Fluoxetine / olanzapine,Bipolar Disorde,8,False,0,none
Skyla,Birth Control,7,False,0,none
Medroxyprogesterone,Birth Control,3,True,2,"vomiting, mood swings"
Silenor,Insomnia,10,True,1,worry
Carafate,Stress Ulcer Prophylaxis,10,True,3,"discomfort, pain, burning"
Chantix,Smoking Cessation,10,False,0,none
Doxycycline,Rosacea,1,True,2,"rosacea, pain"
Augmentin,Skin or Soft Tissue Infection,1,True,3,"notice, fatigue, insomnia"
Sitagliptin,"Diabetes, Type 2",9,True,1,constipation
Elavil,Post Traumatic Stress Disorde,10,True,4,"anxiety, phobia, depression, disorder ."
Orlistat,Obesity,6,False,0,none
Belviq,Obesity,10,True,1,stress
Xanax,Anxiety,10,True,1,anxiety
Zoloft,Major Depressive Disorde,9,True,1,panic disorder
Ethinyl estradiol / norethindrone,Birth Control,8,False,0,none
Loestrin 24 Fe,Birth Control,10,True,2,"polystic, acne"
LoSeasonique,Polycystic Ovary Syndrome,10,True,1,pain
Fluconazole,Vaginal Yeast Infection,8,True,10,"yeast, infection, antibiotics, yeast, infection, burning, discomfort, discomfort, yeast, infections"
Nucynta,Pain,3,True,4,"pain, breakthrough, typical, pain"
ParaGard,Birth Control,6,True,1,pain
Bupropion / naltrexone,Weight Loss,5,False,0,none
Metoclopramide,Nausea/Vomiting,10,True,2,"pregnancy, vomiting"
Catapres,Opiate Withdrawal,9,False,0,none
Depo-Provera,Abnormal Uterine Bleeding,1,True,5,"fatigue, chill, headache, depression, painful"
Contrave,Obesity,5,True,1,constipation
Promethazine,Light Sedation,10,False,0,none
Losartan,High Blood Pressure,6,True,1,depression retention
Drospirenone / ethinyl estradiol,Acne,10,True,1,acne
Etonogestrel,Birth Control,2,True,3,"preeclampsia, pregnancy, pregnancy"
Levothyroxine,Underactive Thyroid,2,False,0,none
Ethinyl estradiol / norethindrone,Birth Control,1,True,1,acne
Tri-Sprintec,Abnormal Uterine Bleeding,3,True,1,acne
Bupropion / naltrexone,Obesity,10,True,2,"noticed, nausea"
Seasonique,Birth Control,9,True,1,noticeable
Loestrin 24 Fe,Abnormal Uterine Bleeding,3,True,3,"back, pain, pain"
Etonogestrel,Birth Control,10,True,1,mood swings
Ethinyl estradiol / norethindrone,Acne,1,True,3,"acne, painful, cysts"
Doxepin,Insomnia,1,False,0,none
Klor-Con,36</span> users found this comment helpful.,10,False,0,none
Epiduo,Acne,8,True,2,"burning, acne"
Etanercept,Rheumatoid Arthritis,10,False,0,none
Nexplanon,Birth Control,2,False,0,none
Butrans,Chronic Pain,6,True,3,"fibromyalgia, arthritis, pain"
Armodafinil,Narcolepsy,9,True,4,"narcolepsy, cataplexy, nausea, cataplex"
Zolpidem,Insomnia,2,True,2,"bad dreams, headache"
Varenicline,Smoking Cessation,9,True,1,stomach ache
Haloperidol,Tourette's Syndrome,5,False,0,none
Ethinyl estradiol / norgestimate,Acne,10,True,2,"acne, acne"
Asacol,"Ulcerative Colitis, Maintenance",1,False,0,none
Ropinirole,Restless Legs Syndrome,8,False,0,none
Clozapine,Schizophrenia,2,False,0,none
Levonorgestrel,Birth Control,10,True,1,pains
Clindamycin,Bacterial Vaginitis,9,False,0,none
Azelex,Rosacea,8,True,1,stress
Senokot,Constipation,7,True,1,constipation
Medroxyprogesterone,Abnormal Uterine Bleeding,1,False,0,none
Desvenlafaxine,Anxiety,8,True,2,"anxiety disorder, anxiety"
Victoza,"Diabetes, Type 2",5,False,0,none
Lyrica,ibromyalgia,8,True,3,"practically, bedridden, fibromyalgia"
Isotretinoin,Acne,10,True,1,acne
Contrave,Weight Loss,10,True,1,dry mouth
Apri,Birth Control,7,False,0,none
Sertraline,Generalized Anxiety Disorde,3,True,5,"anxiety disorder, depression, anxiety, anxiety, panic attacks"
Temazepam,Insomnia,8,False,0,none
Concerta,ADHD,10,False,0,none
Adapalene / benzoyl peroxide,Acne,6,True,1,acne
Pyridostigmine,Myasthenia Gravis,6,False,0,none
Duloxetine,Depression,8,True,4,"major, depression, anxiety, irritability"
Tretinoin,Acne,9,True,3,"acne, cysts, burning"
Levonorgestrel,Emergency Contraception,10,False,0,none
Phentermine,Weight Loss,9,False,0,none
Effexor XR,Depression,1,True,2,"orgasm, withdrawal symptoms"
Carisoprodol,Muscle Spasm,10,False,0,none
Phentermine,Obesity,9,False,0,none
Phentermine,Obesity,5,False,0,none
Oseltamivir,Influenza,10,False,0,none
Pentasa,"Crohn's Disease, Maintenance",8,True,1,mucous stool
Ledipasvir / sofosbuvir,Hepatitis C,10,True,3,"headaches, fatigue, pain"
Invokana,"Diabetes, Type 2",5,True,5,"diabe, yeast, infection, yeast, infection"
Amitriptyline,Depression,10,True,4,"anxiety, psychotic episodes, depression, anxiety"
Citalopram,Anxiety and Stress,9,True,5,"anxiety, fear, worrying, panic attacks, anxiety"
Etonogestrel,Birth Control,10,False,0,none
MiraLax,"Constipation, Acute",9,True,1,constipation
Adalimumab,Psoriatic Arthritis,3,True,3,"psoriasis, arthritis, psoriasis"
Jublia,"Onychomycosis, Toenail",7,False,0,none
Drysol,Hyperhidrosis,10,False,0,none
Ethinyl estradiol / norgestimate,Birth Control,2,True,2,"mood swings, ache"
Magnesium hydroxide,Constipation,10,True,2,"pain, discomfort"
Desvenlafaxine,ibromyalgia,10,True,1,pain
Ethinyl estradiol / norethindrone,Birth Control,7,True,4,"noticed, mood swings, breast, tenderness"
Etonogestrel,Birth Control,10,False,0,none
Drospirenone / ethinyl estradiol / levomefolate calcium,Birth Control,6,False,0,none
Lifitegrast,Dry Eye Disease,9,False,0,none
Methylphenidate,ADHD,6,True,1,teacherics
Liletta,Birth Control,8,False,0,none
Fluconazole,Vaginal Yeast Infection,1,False,0,none
Phentermine,Weight Loss,6,False,0,none
Abilify,Schizophrenia,6,True,1,schizophrenia
Rebetol,Hepatitis C,10,True,1,fatigue
Cyred,Birth Control,4,False,0,none
Bupropion / naltrexone,Weight Loss,9,True,2,"nausea, constipation"
Mirena,Birth Control,10,True,1,migra
Vortioxetine,Depression,8,True,1,depression
Ethinyl estradiol / etonogestrel,Birth Control,8,True,2,"acne, v irritation"
Lo Loestrin Fe,Birth Control,8,True,4,"acne, mood swings, breast, tenderness"
Metronidazole,Trichomoniasis,10,False,0,none
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9,True,1,stomach cramps
Claritin-D,Allergic Rhinitis,4,True,1,fall
Janumet,"Diabetes, Type 2",10,True,2,"pain, diabetics"
Acetaminophen / hydrocodone,Pain,9,False,0,none
Lisinopril,High Blood Pressure,4,True,1,hypertension
Viibryd,Depression,2,True,1,rash
Gabapentin,Postherpetic Neuralgia,10,True,1,pain
Rizatriptan,Migraine,9,True,4,"migra, pain, headache, noticed"
Isotretinoin,Acne,10,True,1,acne
Valtrex,Cold Sores,9,True,1,blisters
Desvenlafaxine,Depression,10,True,2,"injury, accident"
Ethinyl estradiol / norethindrone,Birth Control,6,True,1,scared
Skyla,Birth Control,9,True,1,"swings ,"
Saxenda,Obesity,10,False,0,none
Etonogestrel,Birth Control,4,True,1,mood swings
Escitalopram,Generalized Anxiety Disorde,9,True,1,anxiety
Seasonique,Birth Control,10,False,0,none
Prezcobix,HIV Infection,10,True,1,pain
Crotamiton,Pruritus,10,True,1,eczema
Tri-Estarylla,Birth Control,9,True,1,pregnancy
Bisacodyl,Constipation,10,True,2,"multiple sclerosis, death"
Lisdexamfetamine,ADHD,9,True,1,drug abuse
Exenatide,"Diabetes, Type 2",8,True,2,"nausea, vomiting"
Beyaz,Birth Control,10,False,0,none
Ocular lubricant,Eye Redness,3,True,3,"notice, pain, pains"
Moxifloxacin,Bronchitis,2,True,3,"bronchitis, welts, erythem"
Liraglutide,Weight Loss,10,False,0,none
Etonogestrel,Birth Control,9,False,0,none
Dexbrompheniramine / pseudoephedrine,Sinus Symptoms,10,False,0,none
Ala-Quin,Dermatitis,10,True,2,"rash, scratching"
Tegretol,Bipolar Disorde,6,True,1,chronic pain
Sumatriptan,Migraine,9,True,4,"migraines, nausea, headache, migra"
Levonorgestrel,Birth Control,10,False,0,none
Lisdexamfetamine,ADHD,10,True,2,"noticed, noticed"
Liraglutide,Obesity,9,False,0,none
Amphetamine / dextroamphetamine,ADHD,10,False,0,none
Acyclovir,Herpes Simplex,10,True,3,"pain, gastrointestinal, discomfort"
Omeprazole,GERD,9,False,0,none
Lamotrigine,Bipolar Disorde,4,True,2,"mood swings, scared"
Zoloft,Depression,10,True,1,noticeable
Levonorgestrel,Emergency Contraception,6,True,1,migra
Medroxyprogesterone,Birth Control,8,True,2,"pregnancy, headache"
Suprep Bowel Prep Kit,Bowel Preparation,8,True,2,"vomiting, gagging"
MetroGel-Vaginal,Bacterial Vaginitis,6,True,1,noticed
Varenicline,Smoking Cessation,10,False,0,none
Armodafinil,Chronic Fatigue Syndrome,9,True,1,heart racing
Duloxetine,Depression,10,True,3,"depression, anxiety, insomnia"
Doxylamine / pyridoxine,Nausea/Vomiting of Pregnancy,9,True,2,"nausea, vomiting"
Ethinyl estradiol / norethindrone,Birth Control,8,True,4,"nausea, mood swings, acne, nausea"
Risperdal,Autism,8,False,0,none
Ethinyl estradiol / norethindrone,Birth Control,7,True,1,pregnancy
Lifitegrast,Dry Eye Disease,2,True,1,dry eye
Lo Loestrin Fe,Birth Control,9,False,0,none
Paxil,Generalized Anxiety Disorde,9,True,3,"depression, noticed, anxiety attacks almost"
Beyaz,Birth Control,8,True,1,endometriosis
NuvaRing,Birth Control,3,True,1,rage
Tizanidine,Muscle Spasm,9,True,3,"pain, accident, pain"
Ethinyl estradiol / norethindrone,Birth Control,1,True,3,"crying, atypical, crying"
Venlafaxine,Depression,4,True,6,"night sweats, nausea, vomiting, crying, dizziness, bizarre dreams"
Ethinyl estradiol / norethindrone,Birth Control,1,False,0,none
Loestrin 24 Fe,Birth Control,7,False,0,none
Oxybutynin,Overactive Bladde,10,True,2,"bladder spasms, headache"
Dulaglutide,"Diabetes, Type 2",7,False,0,none
Levonorgestrel,Emergency Contraception,9,False,0,none
Drospirenone / ethinyl estradiol,Birth Control,9,True,1,acne
Amphetamine / dextroamphetamine,ADHD,10,False,0,none
Ethinyl estradiol / norelgestromin,Birth Control,9,True,2,"noticed, noticed"
Keppra,Seizures,7,True,3,"epilepsy, memory loss, painful"
Ethinyl estradiol / norgestimate,Birth Control,9,True,3,"acne, mood swings, notice"
Zyrtec,Allergic Rhinitis,5,True,3,"pregnancy, fatigue, drowsiness"
Sklice,Head Lice,10,False,0,none
Belviq,Weight Loss,10,False,0,none
Etonogestrel,Birth Control,8,False,0,none
Seasonique,Birth Control,10,False,0,none
Escitalopram,Depression,9,True,1,crying
Homatropine / hydrocodone,Cough,5,True,2,"cough, vomiting"
Copper,Birth Control,8,False,0,none
Meridia,Obesity,1,False,0,none
Gabapentin,Restless Legs Syndrome,8,False,0,none
Macrobid,Urinary Tract Infection,10,True,3,"scare, colitis, headache"
Yaz,3</span> users found this comment helpful.,8,True,1,acne
Clomid,emale Infertility,10,False,0,none
Kyleena,Birth Control,10,True,4,"scare, particularly, pain, anxiety"
Armodafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,10,False,0,none
Ortho Tri-Cyclen Lo,Birth Control,3,False,0,none
Phentermine / topiramate,Obesity,8,False,0,none
Acetaminophen / hydrocodone,Back Pain,5,True,2,"pain, pain"
Lortab,Back Pain,9,False,0,none
Mirtazapine,Depression,10,False,0,none
Lexapro,Generalized Anxiety Disorde,10,True,3,"panic attacks, miscarriage, depression"
Paxil,Depression,8,False,0,none
Abilify,Bipolar Disorde,8,True,1,depression
Ethinyl estradiol / norethindrone,Endometriosis,9,True,5,"surgery, endometriosis, acne, endometriosis, ovarian"
Guaifenesin / pseudoephedrine,Cough and Nasal Congestion,9,True,2,"sinus congestion, bronchitis"
Trolamine salicylate,Rheumatoid Arthritis,1,True,2,"knee, pain"
Bactrim,Sinusitis,2,True,4,"nausea, vomiting, nausea, vomiting"
Methocarbamol,Muscle Spasm,10,True,3,"neuropathy, pain, muscle spasm"
Dexilant,Erosive Esophagitis,10,False,0,none
Docosanol,Herpes Simplex,1,True,2,"blisters, blisters"
Abilify,Depression,1,True,3,"delusion disorder, parano, depression"
Gabapentin,Peripheral Neuropathy,6,False,0,none
Prevalite,Hyperlipoproteinemia,9,False,0,none
Hydroxyzine,Anxiety,10,True,4,"anxiety, panic attacks, anxiety, panic attack"
Terbinafine,"Onychomycosis, Toenail",10,True,2,"noticed, noticed"
Depo-Provera,Birth Control,10,True,1,pregnancy
Miconazole,Vaginal Yeast Infection,1,True,2,"crying, burning"
Acetaminophen / hydrocodone,Back Pain,9,False,0,none
Lamotrigine,Bipolar Disorde,8,True,2,"anxiety, depression"
Clonidine,ADHD,8,False,0,none
Drospirenone / ethinyl estradiol,Acne,4,True,1,acne
Immune globulin oral,Irritable Bowel Syndrome,9,True,2,"food intolerance, stomach cramps"
Acetaminophen / oxycodone,Pain,10,True,4,"osteoarthritis, neuropathy, surgery, hernia"
Copper,Birth Control,10,True,2,"painful, sub"
Methadose,Pain,9,True,2,"pain, pain"
VESIcare,Overactive Bladde,1,False,0,none
Etonogestrel,Birth Control,1,False,0,none
Bisacodyl,Constipation,5,True,4,"mass, nausea, malaise, stomach cramps"
Sotalol,Atrial Fibrillation,10,True,1,paroxys
Cyclobenzaprine,Muscle Spasm,1,False,0,none
Klonopin,Anxiety,10,True,1,anxiety
Metoprolol,Supraventricular Tachycardia,2,True,2,"tightness, sweating"
Sertraline,Obsessive Compulsive Disorde,10,True,1,anxiety
Loratadine,Allergic Rhinitis,1,True,1,sneezing
Levitra,Erectile Dysfunction,10,True,1,erectile dysfunction
Effexor,Depression,10,True,7,"anxiety, panic attacks, panic attacks, anxiety, overdos, pain, scared"
Metamucil,Constipation,10,True,1,constipation
Rivaroxaban,Pulmonary Embolism,10,True,1,tissue
Chantix,Smoking Cessation,10,False,0,none
Nitrofurantoin,Bladder Infection,7,True,3,"cystitis, urinary tract, infection"
Phentermine,Weight Loss,8,False,0,none
Depo-Provera,Birth Control,3,False,0,none
Omeprazole / sodium bicarbonate,GERD,6,True,2,"heartburn, heartburn"
Ethinyl estradiol / levonorgestrel,Birth Control,9,False,0,none
Tizanidine,Muscle Spasm,10,True,3,"surgery, surgery, hsi"
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,2,True,1,death
Remeron,Depression,9,True,3,"anxiety, depression, anxiety"
Ethinyl estradiol / norgestimate,Birth Control,10,False,0,none
Xenical,Obesity,10,True,1,sticking
Ethinyl estradiol / norelgestromin,Birth Control,1,True,2,"noticed, noticed"
Contrave,Obesity,2,False,0,none
Cataflam,Period Pain,10,True,2,"painful, painful"
Clonazepam,Panic Disorde,9,True,5,"anxiety, depression, particularly, manic episode, mania"
Ortho-Novum 7 / 7 / 7,Birth Control,10,True,2,"nausea, pregnancy"
Lupron,Uterine Fibroids,8,True,3,"night sweats, fatigue, surgery"
Micardis HCT,High Blood Pressure,10,False,0,none
Ropinirole,Restless Legs Syndrome,1,True,2,"vomiting, malaise"
Duloxetine,Anxiety,9,True,3,"anxiety disorder, anxiety, anxiety"
Abilify,Schizophrenia,1,True,1,tics
Medroxyprogesterone,Birth Control,2,True,1,acne
Naltrexone,ibromyalgia,10,False,0,none
Saxenda,Obesity,8,True,1,nausea
Escitalopram,Depression,7,False,0,none
Theo-24,"Asthma, Maintenance",10,False,0,none
Pentosan polysulfate sodium,Interstitial Cystitis,6,False,0,none
Cymbalta,Back Pain,1,True,3,"herniations, accident, bone spurs"
Amphetamine / dextroamphetamine,ADHD,9,True,1,headache
Levonorgestrel,Birth Control,8,True,1,headache
Alprazolam,Panic Disorde,10,True,2,"anxiety, anxiety"
Olanzapine,Insomnia,10,False,0,none
Methocarbamol,Muscle Spasm,6,False,0,none
Doxycycline,Acne,9,False,0,none
Zoloft,Social Anxiety Disorde,8,True,4,"anxiety, traumatic, mouth and, anxiety"
Amoxicillin,Bacterial Infection,1,True,1,sweating
Victoza,"Diabetes, Type 2",10,False,0,none
Contrave,Obesity,9,True,1,stomach cramps
OxyContin,Chronic Pain,9,True,3,"surgery, breakthrough pain, medication"
Suprep Bowel Prep Kit,Bowel Preparation,10,False,0,none
Microgestin Fe 1.5 / 30,Birth Control,9,True,1,skeptical
Oxcarbazepine,Trigeminal Neuralgia,8,False,0,none
Bupropion / naltrexone,Obesity,2,False,0,none
Alprazolam,Anxiety,8,True,2,"fear, conspiracy theories"
Polyethylene glycol 3350 with electrolytes,Bowel Preparation,10,False,0,none
Implanon,Birth Control,1,False,0,none
Daytrana,ADHD,10,False,0,none
Amitriptyline,Migraine Prevention,10,True,4,"headache, headaches, migraines, depression"
Multivitamin,Dietary Supplementation,1,True,1,nausea
Amitriptyline,Migraine Prevention,10,True,1,migraines
Rosiglitazone,"Diabetes, Type 2",10,False,0,none
Nitrofurantoin,Urinary Tract Infection,9,False,0,none
Metoprolol,Atrial Fibrillation,1,False,0,none
